BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,TX_DT,SI_DEP_CDE,SI_NO,UNIT_PRICE,QTY,SLS_PRICE,NET_TOTAL,TAKEOUT,LC_OCT_ID
A002,5310,2014/7/28,4,15:46:22,18,S8D339,0,1,0,27,N,54782
A002,5310,2014/7/28,2,15:46:22,18,S8D000,0,1,0,27,N,54782
A002,5771,2014/7/29,1,7:45:02,2,S10612,22,1,22,22.5,N,56394
A002,5771,2014/7/29,2,7:45:02,18,S8D000,0,1,0,22.5,N,56394
A002,6244,2014/7/29,4,13:02:08,20,S8NG61,0,1,0,36,N,57146
A002,6244,2014/7/29,2,13:02:08,18,S8D003,0,1,0,36,N,57146
A002,6244,2014/7/29,1,13:02:08,5,S12671,36,1,36,36,N,57146
A002,6244,2014/7/29,3,13:02:08,20,S8NF26,0,1,0,36,N,57146
A002,6245,2014/7/29,3,13:02:30,20,S8NG61,0,1,0,36,N,56394
A002,6245,2014/7/29,1,13:02:30,5,S12671,36,1,36,36,N,56394
A002,6245,2014/7/29,2,13:02:30,18,S8D009,0,1,0,36,N,56394
A002,6523,2014/7/29,2,16:26:20,18,S8D005,0,1,0,22.5,N,57166
A002,6523,2014/7/29,1,16:26:20,7,S13674,22,1,22,22.5,N,57166
A002,6524,2014/7/29,2,16:26:26,18,S8D005,0,1,0,22.5,N,57166
A002,6524,2014/7/29,1,16:26:26,7,S13674,22,1,22,22.5,N,57166
A002,6567,2014/7/29,2,17:38:21,18,S8K001,0,1,0,24,N,55976
A002,6567,2014/7/29,1,17:38:21,7,S14743,24,1,24,24,N,55976
A002,6838,2014/7/30,1,7:43:40,,TEST,100,2,200,200,N,56394
A002,7155,2014/7/30,2,11:45:18,16,S8D168,7,1,7,42,N,55478
A002,7155,2014/7/30,1,11:45:18,4,S01640,35,1,35,42,N,55478
A002,17649,2014/7/30,1,12:46:56,4,S01640,35,1,35,35,N,56394
A002,17959,2014/7/30,1,17:31:06,7,S13674,22,1,22,27.5,N,57166
A002,17959,2014/7/30,2,17:31:06,,S8I347,5,1,5,27.5,N,57166
A002,7767,2014/7/31,1,7:44:24,2,S10511,21,1,21,21,N,56394
A002,7767,2014/7/31,2,7:44:24,18,S8D002,0,1,0,21,N,56394
A002,8101,2014/7/31,4,11:28:46,16,S8D046,8,1,8,88,Y,56404
A002,8101,2014/7/31,5,11:28:46,18,S8D283,0,1,0,88,Y,56404
A002,8101,2014/7/31,2,11:28:46,16,S8I283,10,1,10,88,Y,56404
A002,8101,2014/7/31,1,11:28:46,12,S07788,37,1,37,88,Y,56404
A002,8101,2014/7/31,3,11:28:46,4,S02079,33,1,33,88,Y,56404
A002,8399,2014/7/31,1,14:32:20,12,S07657,30,1,30,30,N,55786
A002,8469,2014/7/31,1,15:21:15,,TEST,100,1,100,100,N,55316
A002,8470,2014/7/31,1,15:21:44,7,S14766,20,1,20,26,N,55316
A002,8470,2014/7/31,3,15:21:44,,S8I291,6,1,6,26,N,55316
A002,8470,2014/7/31,2,15:21:44,18,S8D283,0,1,0,26,N,55316
A002,8471,2014/7/31,1,15:22:59,7,S13614,17,1,17,23,N,55316
A002,8471,2014/7/31,4,15:22:59,17,S8M066,6,1,6,23,N,55316
A002,8471,2014/7/31,2,15:22:59,18,S8D054,0,1,0,23,N,55316
A002,8471,2014/7/31,3,15:22:59,18,S8D283,0,1,0,23,N,55316
A002,8471,2014/7/31,5,15:22:59,20,S8N396,0,1,0,23,N,55316
A002,8472,2014/7/31,2,15:23:19,18,S8K001,0,1,0,28,N,55316
A002,8472,2014/7/31,3,15:23:19,17,S8M066,6,1,6,28,N,55316
A002,8472,2014/7/31,1,15:23:19,7,S14885,22,1,22,28,N,55316
A002,8508,2014/7/31,1,15:44:42,7,S13683,20,1,20,20,N,54782
A002,8508,2014/7/31,2,15:44:42,18,S8D000,0,1,0,20,N,54782
A002,8527,2014/7/31,2,15:57:56,18,S8K001,0,1,0,27,N,56404
A002,8527,2014/7/31,1,15:57:56,12,S18214,27,1,27,27,N,56404
A002,10369,2014/7/31,2,10:56:22,20,S8N863,0,1,0,21.5,Y,55534
A002,10369,2014/7/31,1,10:56:22,2,S10632,21,1,21,21.5,Y,55534
A003,6774,2014/7/1,4,8:41:20,20,S8NF50,0,1,0,20,N,55556
A003,6774,2014/7/1,1,8:41:20,3,S11007,20,1,20,20,N,55556
A003,6774,2014/7/1,3,8:41:20,20,S8NE35,0,1,0,20,N,55556
A003,6774,2014/7/1,2,8:41:20,18,S8D002,0,1,0,20,N,55556
A003,6941,2014/7/1,1,10:19:57,2,S10469,24,1,24,28.5,N,55942
A003,6941,2014/7/1,4,10:19:57,20,S8NE35,0,1,0,28.5,N,55942
A003,6941,2014/7/1,3,10:19:57,17,S8M118,4,1,4,28.5,N,55942
A003,6941,2014/7/1,2,10:19:57,18,S8D000,0,1,0,28.5,N,55942
A003,6942,2014/7/1,4,10:20:12,20,S8NE35,0,1,0,28.5,N,55942
A003,6942,2014/7/1,3,10:20:12,17,S8M252,4,1,4,28.5,N,55942
A003,6942,2014/7/1,1,10:20:12,2,S10486,24,1,24,28.5,N,55942
A003,6942,2014/7/1,2,10:20:12,18,S8D210,0,1,0,28.5,N,55942
A003,6985,2014/7/1,3,10:40:35,18,S8D278,0,1,0,21,N,57924
A003,6986,2014/7/1,1,10:40:47,2,S10455,20,1,20,20.5,N,57924
A003,6986,2014/7/1,3,10:40:47,20,S8NE35,0,1,0,20.5,N,57924
A003,13908,2014/7/1,1,8:07:38,2,S11005,18,1,18,22,N,57638
A003,13908,2014/7/1,3,8:07:38,17,S8M112,4,1,4,22,N,57638
A003,13908,2014/7/1,2,8:07:38,18,S8D000,0,1,0,22,N,57638
A003,14429,2014/7/1,1,13:43:05,4,S02085,34,1,34,34,N,56002
A003,14430,2014/7/1,1,13:44:14,8,S14295,32,1,32,32,N,56002
A003,14430,2014/7/1,2,13:44:14,18,S8D003,0,1,0,32,N,56002
A003,14431,2014/7/1,1,13:44:38,8,S14297,32,1,32,32,N,56002
A003,14431,2014/7/1,2,13:44:38,18,S8D054,0,1,0,32,N,56002
A003,14574,2014/7/1,3,15:14:53,20,S8N041,0,1,0,21.5,N,57638
A003,14574,2014/7/1,1,15:14:53,8,S14290,21,1,21,21.5,N,57638
A003,14574,2014/7/1,2,15:14:53,18,S8D006,0,1,0,21.5,N,57638
A003,7696,2014/7/2,3,7:14:16,20,S8NE35,0,1,0,24.5,N,54624
A003,7696,2014/7/2,1,7:14:16,2,S10485,24,1,24,24.5,N,54624
A003,7696,2014/7/2,2,7:14:16,18,S8D210,0,1,0,24.5,N,54624
A003,8012,2014/7/2,4,10:09:11,20,S8NF50,0,1,0,20,N,55556
A003,8012,2014/7/2,1,10:09:11,3,S11007,20,1,20,20,N,55556
A003,8012,2014/7/2,3,10:09:11,20,S8NE35,0,1,0,20,N,55556
A003,8012,2014/7/2,2,10:09:11,18,S8D002,0,1,0,20,N,55556
A003,15078,2014/7/2,4,8:28:08,20,S8NF50,0,1,0,20,N,57638
A003,15078,2014/7/2,3,8:28:08,20,S8NE35,0,1,0,20,N,57638
A003,15078,2014/7/2,1,8:28:08,3,S10998,20,1,20,20,N,57638
A003,15078,2014/7/2,2,8:28:08,18,S8D000,0,1,0,20,N,57638
A003,15093,2014/7/2,4,8:34:59,20,S8NE35,0,1,0,20,N,56932
A003,15093,2014/7/2,3,8:34:59,20,S8NA01,0,1,0,20,N,56932
A003,15093,2014/7/2,2,8:34:59,18,S8D003,0,1,0,20,N,56932
A003,15093,2014/7/2,1,8:34:59,3,S10999,20,1,20,20,N,56932
A003,15093,2014/7/2,5,8:34:59,20,S8NE37,0,1,0,20,N,56932
A003,15608,2014/7/2,3,14:24:41,20,S8N041,0,1,0,21,N,55598
A003,15608,2014/7/2,1,14:24:41,8,S14223,21,1,21,21,N,55598
A003,15608,2014/7/2,2,14:24:41,18,S8D000,0,1,0,21,N,55598
A003,15673,2014/7/2,2,15:11:39,18,S8D005,0,1,0,23.5,N,57638
A003,15673,2014/7/2,1,15:11:39,7,S13609,18,1,18,23.5,N,57638
A003,15673,2014/7/2,3,15:11:39,17,S8M072,5,1,5,23.5,N,57638
A003,15986,2014/7/2,2,19:53:59,18,S8D063,0,1,0,47,N,56002
A003,15986,2014/7/2,1,19:53:59,10,S17031,47,1,47,47,N,56002
A003,15986,2014/7/2,3,19:53:59,20,S8NH31,0,1,0,47,N,56002
A003,15987,2014/7/2,1,19:54:18,10,S16247,35,1,35,35,N,56002
A003,15987,2014/7/2,2,19:54:18,18,S8D054,0,1,0,35,N,56002
A003,15988,2014/7/2,2,19:54:32,18,S8D004,0,1,0,37,N,56002
A003,15988,2014/7/2,1,19:54:32,10,S15847,37,1,37,37,N,56002
A003,15989,2014/7/2,1,19:54:48,10,S15933,39,1,39,39,N,56002
A003,15989,2014/7/2,2,19:54:48,18,S8D004,0,1,0,39,N,56002
A003,172,2014/7/3,3,8:23:24,20,S8NE35,0,1,0,20,N,56932
A003,172,2014/7/3,2,8:23:24,18,S8D003,0,1,0,20,N,56932
A003,172,2014/7/3,1,8:23:24,3,S10999,20,1,20,20,N,56932
A003,172,2014/7/3,4,8:23:24,20,S8NE37,0,1,0,20,N,56932
A003,177,2014/7/3,1,8:27:18,2,S11005,18,1,18,22,N,57638
A003,177,2014/7/3,3,8:27:18,17,S8M112,4,1,4,22,N,57638
A003,177,2014/7/3,2,8:27:18,18,S8D000,0,1,0,22,N,57638
A003,214,2014/7/3,4,8:41:55,20,S8NF50,0,1,0,23,N,56620
A003,214,2014/7/3,3,8:41:55,18,S8D279,0,1,0,23,N,56620
A003,214,2014/7/3,1,8:41:55,3,S10962,23,1,23,23,N,56620
A003,214,2014/7/3,2,8:41:55,18,S8D000,0,1,0,23,N,56620
A003,834,2014/7/3,1,15:38:04,7,S13676,18,1,18,23,N,57638
A003,834,2014/7/3,3,15:38:04,17,S8M072,5,1,5,23,N,57638
A003,834,2014/7/3,2,15:38:04,18,S8D006,0,1,0,23,N,57638
A003,1057,2014/7/3,1,19:21:01,,TEST,100,2,200,200,N,55832
A003,1058,2014/7/3,1,19:21:48,10,S15933,39,1,39,39,Y,55832
A003,1058,2014/7/3,2,19:21:48,18,S8D008,0,1,0,39,Y,55832
A003,16266,2014/7/3,4,9:18:57,20,S8NF50,0,1,0,20,N,55556
A003,16266,2014/7/3,1,9:18:57,3,S11007,20,1,20,20,N,55556
A003,16266,2014/7/3,3,9:18:57,20,S8NE35,0,1,0,20,N,55556
A003,16266,2014/7/3,2,9:18:57,18,S8D002,0,1,0,20,N,55556
A003,16387,2014/7/3,1,11:15:32,2,S10462,20,1,20,23.5,N,55832
A003,16387,2014/7/3,3,11:15:32,20,S8NE35,0,1,0,23.5,N,55832
A003,16387,2014/7/3,2,11:15:32,,S8D041,3,1,3,23.5,N,55832
A003,16388,2014/7/3,1,11:15:44,2,S10462,20,1,20,23.5,N,55832
A003,16388,2014/7/3,3,11:15:44,18,S8D281,0,1,0,23.5,N,55832
A003,16388,2014/7/3,4,11:15:44,20,S8NE35,0,1,0,23.5,N,55832
A003,16388,2014/7/3,2,11:15:44,,S8D041,3,1,3,23.5,N,55832
A003,16389,2014/7/3,1,11:15:59,2,S10462,20,1,20,23.5,N,55832
A003,16389,2014/7/3,3,11:15:59,18,S8D281,0,1,0,23.5,N,55832
A003,16389,2014/7/3,4,11:15:59,20,S8NE35,0,1,0,23.5,N,55832
A003,16389,2014/7/3,2,11:15:59,,S8D041,3,1,3,23.5,N,55832
A003,16796,2014/7/3,3,15:40:37,20,S8N041,0,1,0,20,N,56818
A003,16796,2014/7/3,1,15:40:37,8,S14237,20,1,20,20,N,56818
A003,16796,2014/7/3,2,15:40:37,18,S8D002,0,1,0,20,N,56818
A003,1407,2014/7/4,3,8:38:19,20,S8NE35,0,1,0,20,N,56932
A003,1407,2014/7/4,2,8:38:19,18,S8D003,0,1,0,20,N,56932
A003,1407,2014/7/4,1,8:38:19,3,S10999,20,1,20,20,N,56932
A003,1407,2014/7/4,4,8:38:19,20,S8NE37,0,1,0,20,N,56932
A003,1584,2014/7/4,4,10:38:12,20,S8NE35,0,1,0,24.5,N,54812
A003,1584,2014/7/4,3,10:38:12,20,S8NA01,0,1,0,24.5,N,54812
A003,1584,2014/7/4,1,10:38:12,2,S10485,24,1,24,24.5,N,54812
A003,1584,2014/7/4,2,10:38:12,18,S8D210,0,1,0,24.5,N,54812
A003,1585,2014/7/4,3,10:38:52,20,S8NA77,0,1,0,24.5,N,54812
A003,1585,2014/7/4,4,10:38:52,20,S8NE35,0,1,0,24.5,N,54812
A003,1585,2014/7/4,1,10:38:52,2,S10486,24,1,24,24.5,N,54812
A003,1585,2014/7/4,2,10:38:52,18,S8D210,0,1,0,24.5,N,54812
A003,1611,2014/7/4,3,11:04:47,20,S8NE35,0,1,0,27.5,N,55832
A003,1611,2014/7/4,2,11:04:47,,S8D041,3,1,3,27.5,N,55832
A003,1611,2014/7/4,1,11:04:47,2,S10506,24,1,24,27.5,N,55832
A003,1612,2014/7/4,1,11:05:11,2,S10462,20,1,20,23.5,N,55832
A003,1612,2014/7/4,3,11:05:11,18,S8D281,0,1,0,23.5,N,55832
A003,1612,2014/7/4,4,11:05:11,20,S8NE35,0,1,0,23.5,N,55832
A003,1612,2014/7/4,2,11:05:11,,S8D041,3,1,3,23.5,N,55832
A003,1613,2014/7/4,1,11:05:26,2,S10462,20,1,20,23.5,N,55832
A003,1613,2014/7/4,3,11:05:26,18,S8D281,0,1,0,23.5,N,55832
A003,1613,2014/7/4,4,11:05:26,20,S8NE35,0,1,0,23.5,N,55832
A003,1613,2014/7/4,2,11:05:26,,S8D041,3,1,3,23.5,N,55832
A003,1973,2014/7/4,1,14:54:12,12,S18127,23,1,23,23,N,57622
A003,1973,2014/7/4,2,14:54:12,18,S8D054,0,1,0,23,N,57622
A003,2128,2014/7/4,1,17:18:06,12,S18132,23,1,23,23,N,55832
A003,2128,2014/7/4,2,17:18:06,18,S8D054,0,1,0,23,N,55832
A003,2129,2014/7/4,1,17:18:37,7,S13666,25,1,25,28.5,N,55832
A003,2129,2014/7/4,2,17:18:37,,S8D038,3,1,3,28.5,N,55832
A003,2178,2014/7/4,1,18:12:27,10,S17040,44,1,44,44,Y,55832
A003,2178,2014/7/4,2,18:12:27,18,S8D008,0,1,0,44,Y,55832
A003,17280,2014/7/4,4,8:29:51,20,S8NF50,0,1,0,20,N,57638
A003,17280,2014/7/4,3,8:29:51,20,S8NE35,0,1,0,20,N,57638
A003,17280,2014/7/4,1,8:29:51,3,S10998,20,1,20,20,N,57638
A003,17280,2014/7/4,2,8:29:51,18,S8D000,0,1,0,20,N,57638
A003,17358,2014/7/4,4,9:18:17,20,S8NF50,0,1,0,20,N,55556
A003,17358,2014/7/4,1,9:18:17,3,S11007,20,1,20,20,N,55556
A003,17358,2014/7/4,3,9:18:17,20,S8NE35,0,1,0,20,N,55556
A003,17358,2014/7/4,2,9:18:17,18,S8D002,0,1,0,20,N,55556
A003,17826,2014/7/4,1,14:42:31,7,S14774,21,1,21,24,Y,56818
A003,17826,2014/7/4,2,14:42:31,,S8D043,3,1,3,24,Y,56818
A003,17890,2014/7/4,3,15:20:21,20,S8N041,0,1,0,21,N,55598
A003,17890,2014/7/4,1,15:20:21,8,S14223,21,1,21,21,N,55598
A003,17890,2014/7/4,2,15:20:21,18,S8D000,0,1,0,21,N,55598
A003,18012,2014/7/4,3,16:59:42,18,S8D278,0,1,0,28,N,57262
A003,18012,2014/7/4,1,16:59:42,12,S18132,23,1,23,28,N,57262
A003,18012,2014/7/4,4,16:59:42,17,S8M072,5,1,5,28,N,57262
A003,18012,2014/7/4,2,16:59:42,18,S8D210,0,1,0,28,N,57262
A003,2563,2014/7/5,1,8:25:46,2,S11005,18,1,18,22,N,57638
A003,2563,2014/7/5,3,8:25:46,17,S8M112,4,1,4,22,N,57638
A003,2563,2014/7/5,2,8:25:46,18,S8D000,0,1,0,22,N,57638
A003,2577,2014/7/5,3,8:39:25,20,S8NE35,0,1,0,20,N,56932
A003,2577,2014/7/5,2,8:39:25,18,S8D003,0,1,0,20,N,56932
A003,2577,2014/7/5,1,8:39:25,3,S10999,20,1,20,20,N,56932
A003,2577,2014/7/5,4,8:39:25,20,S8NE37,0,1,0,20,N,56932
A003,2637,2014/7/5,3,9:19:09,20,S8N041,0,1,0,23,N,55556
A003,2637,2014/7/5,1,9:19:09,3,S10963,23,1,23,23,N,55556
A003,2637,2014/7/5,2,9:19:09,18,S8D002,0,1,0,23,N,55556
A003,2786,2014/7/5,1,11:22:08,5,S12747,30,1,30,30,N,56460
A003,2786,2014/7/5,2,11:22:08,18,S8D000,0,1,0,30,N,56460
A003,3214,2014/7/5,1,15:44:17,7,S13614,16,1,16,21,N,57638
A003,3214,2014/7/5,3,15:44:17,17,S8M234,5,1,5,21,N,57638
A003,3214,2014/7/5,4,15:44:17,20,S8N395,0,1,0,21,N,57638
A003,3214,2014/7/5,2,15:44:17,18,S8D006,0,1,0,21,N,57638
A003,3343,2014/7/5,1,18:15:22,,TEST,100,2,200,200,N,55832
A003,3344,2014/7/5,1,18:15:46,9,S05049,37,1,37,42,N,55832
A003,3344,2014/7/5,2,18:15:46,16,S8D060,5,1,5,42,N,55832
A003,3345,2014/7/5,1,18:15:59,12,S07654,30,1,30,30,N,55832
A003,3382,2014/7/5,1,18:41:16,10,S16818,35,1,35,35,Y,55832
A003,3382,2014/7/5,2,18:41:16,18,S8D008,0,1,0,35,Y,55832
A003,3489,2014/7/5,1,19:57:26,11,S17331,53,1,53,53,N,57622
A003,3489,2014/7/5,2,19:57:26,20,S8N216,0,1,0,53,N,57622
A003,10335,2014/7/5,4,10:49:58,20,S8NE35,0,1,0,24.5,N,54812
A003,10335,2014/7/5,3,10:49:58,20,S8NA01,0,1,0,24.5,N,54812
A003,10335,2014/7/5,1,10:49:58,2,S10485,24,1,24,24.5,N,54812
A003,10335,2014/7/5,2,10:49:58,18,S8D210,0,1,0,24.5,N,54812
A003,10336,2014/7/5,3,10:50:21,20,S8NA77,0,1,0,24.5,N,54812
A003,10336,2014/7/5,4,10:50:21,20,S8NE35,0,1,0,24.5,N,54812
A003,10336,2014/7/5,1,10:50:21,2,S10486,24,1,24,24.5,N,54812
A003,10336,2014/7/5,2,10:50:21,18,S8D210,0,1,0,24.5,N,54812
A003,10384,2014/7/5,1,11:41:19,,TEST,100,1,100,100,N,55832
A003,10385,2014/7/5,1,11:41:42,5,S12747,30,1,30,33,N,55832
A003,10385,2014/7/5,2,11:41:42,,S8D041,3,1,3,33,N,55832
A003,10386,2014/7/5,3,11:41:57,18,S8D281,0,1,0,33,N,55832
A003,10386,2014/7/5,1,11:41:57,5,S12747,30,1,30,33,N,55832
A003,10386,2014/7/5,2,11:41:57,,S8D041,3,1,3,33,N,55832
A003,10726,2014/7/5,1,15:33:30,7,S14774,21,1,21,21,Y,57618
A003,10726,2014/7/5,2,15:33:30,18,S8D054,0,1,0,21,Y,57618
A003,11061,2014/7/5,5,20:18:40,18,S8D063,0,1,0,149,N,56508
A003,11061,2014/7/5,2,20:18:40,18,S8D063,0,1,0,149,N,56508
A003,11061,2014/7/5,1,20:18:40,10,S17031,47,1,47,149,N,56508
A003,11061,2014/7/5,9,20:18:40,20,S8ND85,0,1,0,149,N,56508
A003,11061,2014/7/5,8,20:18:40,16,S8IA33,7,1,7,149,N,56508
A003,11061,2014/7/5,6,20:18:40,20,S8NH30,0,1,0,149,N,56508
A003,11061,2014/7/5,3,20:18:40,20,S8NH30,0,1,0,149,N,56508
A003,11061,2014/7/5,7,20:18:40,11,S17333,48,1,48,149,N,56508
A003,11061,2014/7/5,4,20:18:40,10,S17034,47,1,47,149,N,56508
A003,3782,2014/7/6,4,8:41:51,1,S00027,13,1,13,37.5,N,55680
A003,3782,2014/7/6,2,8:41:51,18,S8D004,0,1,0,37.5,N,55680
A003,3782,2014/7/6,3,8:41:51,20,S8N062,0,1,0,37.5,N,55680
A003,3782,2014/7/6,1,8:41:51,2,S10485,24,1,24,37.5,N,55680
A003,3844,2014/7/6,4,9:29:07,20,S8NF50,0,1,0,20,N,57638
A003,3844,2014/7/6,3,9:29:07,20,S8NE35,0,1,0,20,N,57638
A003,3844,2014/7/6,1,9:29:07,3,S10998,20,1,20,20,N,57638
A003,3844,2014/7/6,2,9:29:07,18,S8D000,0,1,0,20,N,57638
A003,3981,2014/7/6,4,10:34:46,20,S8NE35,0,1,0,28.5,Y,57924
A003,4047,2014/7/6,2,11:39:01,16,S8D049,8,1,8,38,N,55832
A003,4047,2014/7/6,1,11:39:01,12,S07657,30,1,30,38,N,55832
A003,4048,2014/7/6,4,11:40:35,18,S8D281,0,1,0,57,N,55832
A003,4048,2014/7/6,2,11:40:35,16,S8I057,7,1,7,57,N,55832
A003,4048,2014/7/6,3,11:40:35,14,S09704,13,1,13,57,N,55832
A003,4048,2014/7/6,1,11:40:35,4,S01848,37,1,37,57,N,55832
A003,4250,2014/7/6,2,14:13:50,,S8D041,3,1,3,35,N,56002
A003,4250,2014/7/6,1,14:13:50,8,S14294,32,1,32,35,N,56002
A003,4251,2014/7/6,3,14:14:19,20,S8N041,0,1,0,21,N,56002
A003,4251,2014/7/6,1,14:14:19,8,S14223,21,1,21,21,N,56002
A003,4251,2014/7/6,2,14:14:19,18,S8D054,0,1,0,21,N,56002
A003,4252,2014/7/6,1,14:14:33,7,S14774,21,1,21,21,N,56002
A003,4252,2014/7/6,2,14:14:33,18,S8D004,0,1,0,21,N,56002
A003,4253,2014/7/6,1,14:14:50,12,S18132,23,1,23,23,N,56002
A003,4253,2014/7/6,2,14:14:50,18,S8D004,0,1,0,23,N,56002
A003,4254,2014/7/6,2,14:15:11,,S8D041,3,1,3,23,N,56002
A003,4254,2014/7/6,1,14:15:11,7,S14772,20,1,20,23,N,56002
A003,4358,2014/7/6,1,15:08:11,7,S13609,18,1,18,23.5,N,57638
A003,4358,2014/7/6,3,15:08:11,17,S8M072,5,1,5,23.5,N,57638
A003,4358,2014/7/6,2,15:08:11,18,S8D006,0,1,0,23.5,N,57638
A003,4693,2014/7/6,1,20:33:05,10,S16184,34,1,34,34,N,55556
A003,4693,2014/7/6,4,20:33:05,20,S8NA01,0,1,0,34,N,55556
A003,4693,2014/7/6,3,20:33:05,18,S8D283,0,1,0,34,N,55556
A003,4693,2014/7/6,2,20:33:05,18,S8D055,0,1,0,34,N,55556
A003,4694,2014/7/6,1,20:33:14,,TEST,100,1,100,100,N,55556
A003,4695,2014/7/6,2,20:33:53,20,S8N216,0,1,0,49,N,55556
A003,4695,2014/7/6,1,20:33:53,11,S17335,49,1,49,49,N,55556
A003,11279,2014/7/6,5,8:45:59,20,S8NE35,0,1,0,28.5,N,56620
A003,11279,2014/7/6,4,8:45:59,17,S8M252,4,1,4,28.5,N,56620
A003,11279,2014/7/6,1,8:45:59,2,S10470,24,1,24,28.5,N,56620
A003,11279,2014/7/6,3,8:45:59,18,S8D279,0,1,0,28.5,N,56620
A003,11279,2014/7/6,2,8:45:59,18,S8D000,0,1,0,28.5,N,56620
A003,11362,2014/7/6,1,9:40:53,,TEST,100,1,100,100,N,55556
A003,11363,2014/7/6,4,9:41:06,20,S8NF50,0,1,0,20,N,55556
A003,11363,2014/7/6,1,9:41:06,3,S11007,20,1,20,20,N,55556
A003,11363,2014/7/6,3,9:41:06,20,S8NE35,0,1,0,20,N,55556
A003,11363,2014/7/6,2,9:41:06,18,S8D002,0,1,0,20,N,55556
A003,4777,2014/7/7,1,7:49:29,2,S11005,18,1,18,22,N,57638
A003,4777,2014/7/7,3,7:49:29,17,S8M112,4,1,4,22,N,57638
A003,4777,2014/7/7,2,7:49:29,18,S8D000,0,1,0,22,N,57638
A003,5431,2014/7/7,1,15:38:40,7,S13609,19,1,19,25.5,N,57638
A003,5431,2014/7/7,3,15:38:40,17,S8M072,6,1,6,25.5,N,57638
A003,5431,2014/7/7,2,15:38:40,18,S8D006,0,1,0,25.5,N,57638
A003,5628,2014/7/7,1,19:05:44,10,S16184,34,1,34,34,N,56002
A003,5628,2014/7/7,2,19:05:44,18,S8D004,0,1,0,34,N,56002
A003,12671,2014/7/7,4,9:46:04,20,S8NF50,0,1,0,20,N,55556
A003,12671,2014/7/7,1,9:46:04,3,S11007,20,1,20,20,N,55556
A003,12671,2014/7/7,3,9:46:04,20,S8NE35,0,1,0,20,N,55556
A003,12671,2014/7/7,2,9:46:04,18,S8D002,0,1,0,20,N,55556
A003,12793,2014/7/7,4,10:41:12,20,S8NE35,0,1,0,24.5,N,57924
A003,12799,2014/7/7,6,10:45:43,20,S8NF50,0,1,0,23,Y,57622
A003,12799,2014/7/7,3,10:45:43,18,S8D278,0,1,0,23,Y,57622
A003,12799,2014/7/7,1,10:45:43,3,S11009,23,1,23,23,Y,57622
A003,12799,2014/7/7,5,10:45:43,20,S8N052,0,1,0,23,Y,57622
A003,12799,2014/7/7,4,10:45:43,20,S8N050,0,1,0,23,Y,57622
A003,12799,2014/7/7,2,10:45:43,18,S8D000,0,1,0,23,Y,57622
A003,12801,2014/7/7,4,10:46:23,20,S8NE35,0,1,0,28,Y,57622
A003,12801,2014/7/7,3,10:46:23,20,S8NA01,0,1,0,28,Y,57622
A003,12801,2014/7/7,1,10:46:23,2,S10485,25,1,25,28,Y,57622
A003,12801,2014/7/7,2,10:46:23,,S8D041,3,1,3,28,Y,57622
A003,13614,2014/7/7,1,20:25:16,10,S15933,39,1,39,69,Y,57224
A003,13614,2014/7/7,2,20:25:16,18,S8D005,0,1,0,69,Y,57224
A003,13614,2014/7/7,3,20:25:16,9,S05111,30,1,30,69,Y,57224
A003,13614,2014/7/7,4,20:25:16,20,S8N216,0,1,0,69,Y,57224
A003,13615,2014/7/7,1,20:26:13,,S8H002,3,2,6,6,N,57224
A003,13615,2014/7/7,2,20:26:13,18,S8D030,0,2,0,6,N,57224
A003,5905,2014/7/8,4,8:08:50,20,S8NF50,0,1,0,20,N,57638
A003,5905,2014/7/8,3,8:08:50,20,S8NE35,0,1,0,20,N,57638
A003,5905,2014/7/8,1,8:08:50,3,S10998,20,1,20,20,N,57638
A003,5905,2014/7/8,2,8:08:50,18,S8D000,0,1,0,20,N,57638
A003,5949,2014/7/8,3,8:33:53,20,S8NE35,0,1,0,20,N,56932
A003,5949,2014/7/8,2,8:33:53,18,S8D003,0,1,0,20,N,56932
A003,5949,2014/7/8,1,8:33:53,3,S10999,20,1,20,20,N,56932
A003,5949,2014/7/8,4,8:33:53,20,S8NE37,0,1,0,20,N,56932
A003,6029,2014/7/8,4,9:10:55,20,S8NF50,0,1,0,20,N,55556
A003,6029,2014/7/8,1,9:10:55,3,S11007,20,1,20,20,N,55556
A003,6029,2014/7/8,3,9:10:55,20,S8NE35,0,1,0,20,N,55556
A003,6029,2014/7/8,2,9:10:55,18,S8D002,0,1,0,20,N,55556
A003,6234,2014/7/8,1,11:58:45,5,S12685,33,1,33,33,N,57868
A003,6234,2014/7/8,3,11:58:45,20,S8NG73,0,1,0,33,N,57868
A003,6234,2014/7/8,2,11:58:45,18,S8D006,0,1,0,33,N,57868
A003,6235,2014/7/8,1,11:59:11,12,S07644,32,1,32,37,N,57868
A003,6235,2014/7/8,2,11:59:11,16,S8D060,5,1,5,37,N,57868
A003,6236,2014/7/8,2,11:59:47,16,S8D214,4,1,4,38,N,57868
A003,6236,2014/7/8,1,11:59:47,4,S01640,34,1,34,38,N,57868
A003,6714,2014/7/8,1,19:04:50,,TEST,100,2,200,200,N,55832
A003,6715,2014/7/8,1,19:05:13,10,S16931,44,1,44,44,Y,55832
A003,6715,2014/7/8,2,19:05:13,18,S8D008,0,1,0,44,Y,55832
A003,6716,2014/7/8,1,19:05:39,10,S16700,36,1,36,36,Y,55832
